ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,InsuranceValidity,RTO,Mileage,Color,EngineType,Displacement,NoofCylinder,FuelSuppySystem,TurboCharger,SuperCharger,GearBox,DriveType, SeatingCapacity,SteeringType,FrontBrakeType,RearBrakeType,TyreType,NoDoorNumbers,city
Petrol,Hatchback,83425,Manual,1,Volkswagen,Volkswagen Polo,2016,1.2 MPI Comfortline,429000,Comprehensive,DL3C,16.2,Grey,MPI Petrol Engine,1199,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,SUV,85000,Automatic,3,Land Rover,Land Rover Range Rover Evoque,2014,2.2L Dynamic,2190000,Comprehensive,CH01,12.7,White,SD4 Diesel Engine,2179,4,MPFI,Yes,No,9,4WD,5,Power,Disc,Disc,"Tubeless,Radial",5,Delhi
Diesel,Sedan,66181,Manual,1,Maruti,Maruti Swift Dzire,2016,VDI,544000,Comprehensive,UP80,26.59,Silver,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,25486,Manual,2,Maruti,Maruti Alto 800,2019,VXI BSIV,336000,Comprehensive,DL8C,24.7,Silver,F8D Petrol Engine,796,3,MPFi,No,No,5,FWD,5,Manual,Solid Disc,Drum,Tubeless Tyres,5,Delhi
Petrol,Sedan,35000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,C 200 AVANTGARDE,3050000,Third Party insurance,DL8C,14.74,White,In Line Engine,1991,4,Direct Injection,Yes,No,7,RWD,5,Power,Disc,Disc,"Tubeless, Radial",4,Delhi
Petrol,Hatchback,25489,Manual,1,Maruti,Maruti Swift,2016,VXI,449000,Comprehensive,UP80,22.38,Others,K Series Dual jet,1197,4,Direct Injection,Yes,No,5,RWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Delhi
Petrol,Hatchback,85363,Manual,1,Maruti,Maruti Baleno,2018,1.2 Delta,503000,Third Party,DL9C,21.4,Blue,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,110000,Manual,3,Maruti,Maruti SX4,2009,Zxi BSIII,125000,Third Party insurance,DL9C,15.0,Silver,In-Line Engine,1586,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Delhi
Diesel,SUV,40000,Manual,1,Ford,Ford Ecosport,2014,1.5 DV5 MT Titanium,350000,Third Party insurance,DL9C,22.7,Silver,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,SUV,1500,Automatic,1,Maruti,Maruti Jimny,2023,Alpha Dual Tone AT,1755000,Zero Dep,DL09,16.39,White,K15B with Idle Start Stop,1462,4,Multipoint injection,Yes,No,4,AWD,4,Electric,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,80000,Manual,2,Ford,Ford Figo,2011,Petrol ZXI,100000,Third Party insurance,DL09,15.6,Silver,Petrol Engine,1196,4,SEFI,No,No,5,Front Wheel Drive,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,SUV,20000,Manual,1,Maruti,Maruti Brezza,2023,Zxi,1200000,Third Party insurance,UP14,17.38,White,K15C,1462,4,SEFI,No,No,5,Front Wheel Drive,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,62000,Manual,2,Hyundai,Hyundai i20,2012,1.2 Magna Opt,275000,Comprehensive,DL7C,17.0,White,In-Line Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,Sedan,90000,Manual,2,Maruti,Maruti Swift Dzire,2014,LDIX Limited Edition,350000,Third Party insurance,HR26,23.4,Others,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,67985,Manual,1,Hyundai,Hyundai i10,2011,Sportz,221000,Comprehensive,UP14,20.36,Red,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Diesel,SUV,89722,Manual,1,Honda,Honda WR-V,2020,i-DTEC VX,828000,Comprehensive,HR51,25.5,Grey,i-DTEC Diesel Engine,1498,4,CRDi,Yes,No,6,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,SUV,80000,Manual,1,Ford,Ford Ecosport,2017,1.5 Diesel Titanium BSIV,600000,Third Party insurance,HR51,23.0,Others,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Sedan,78000,Manual,2,Maruti,Maruti Swift Dzire,2012,1.2 ZXi BSIV,325000,Comprehensive,HR26,17.5,White,In-Line Engine,1197,4,MPFI,No,No,5,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,51165,Manual,1,Maruti,Maruti Wagon R,2017,LXI BS IV,371000,Third Party,UP80,20.51,Grey,K10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Delhi
Petrol,Hatchback,14000,Manual,1,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,475000,Third Party insurance,HR26,21.7,White,K10C,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,50576,Manual,1,Hyundai,Hyundai Grand i10,2015,Sportz,406000,Comprehensive,DL9C,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,MUV,55000,Manual,1,Maruti,Maruti XL6,2021,Alpha,1090000,Third Party insurance,DL3C,19.01,White,K15B Smart Hybrid,1462,4,MPFI,No,No,5,FWD,6,Power,Ventilated Disc,Leading & Trailing Drum,"Tubeless,Radial",5,Delhi
Petrol,SUV,70000,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT,890000,Third Party insurance,HR26,18.15,Blue,Kappa 1.0 L Turbo GDi Petrol,998,3,GDi,Yes,No,7- DCT,FWD,5,Electric,Disc,Drum,Radial,5,Delhi
Petrol,Hatchback,80000,Manual,2,Maruti,Maruti Wagon R,2009,LXI Minor,100000,Third Party insurance,DL2C,18.9,Others,FC Petrol Engine,1061,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Delhi
Petrol,Sedan,65000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,E 200 CGI,1890000,Comprehensive,DL1C,12.0,Brown,In-Line Petrol Engine ,1991,4,Direct Injection,Yes,No,7,RWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,Delhi
Petrol,Sedan,60000,Automatic,1,Honda,Honda City,2019,i-VTEC CVT V,900000,Third Party insurance,DL4C,18.0,Others,i VTEC Engine,1497,4,PGM-Fi,No,No,CVT,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,SUV,20000,Manual,1,Kia,Kia Sonet,2021,HTK Plus BSVI,950000,Third Party insurance,DL4C,18.4,Others,SMARTSTREAM G1.2,1197,4,MPI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Sedan,60000,Manual,1,Hyundai,Hyundai Verna,2011,1.6 SX VTVT,418000,Third Party insurance,DL4C,17.01,Others,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc ,Drum,"Tubeless,Radial",4,Delhi
Diesel,SUV,38000,Manual,1,Hyundai,Hyundai Creta,2019,1.6 SX Option Diesel,1195000,Third Party insurance,HR26,20.5,Silver,U2 CRDI VGT Engine,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Diesel,SUV,7000,Automatic,0,MG,MG Gloster,2023,Savvy 6 Str 4x4,4640000,Third Party insurance,HR26,12.04,Grey,DIESEL 2.0L TWIN TURBO,1996,4,CRDi,Twin,No,8,4x4,6,Electric,Disc,Disc,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,20000,Automatic,1,Volkswagen,Volkswagen Polo,2022,1.0 TSI Highline Plus AT,1044000,Third Party insurance,TS04,16.47,Others,1.0L TSI Petrol,999,3,TSI,Yes,No,6,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,85582,Manual,2,Hyundai,Hyundai EON,2014,Era Plus,260000,Third Party insurance,TS09,21.1,Red,Petrol Engine,814,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Petrol,SUV,10000,Manual,1,Hyundai,Hyundai Venue,2023,S BSVI,955000,Third Party insurance,TS09,19.23,Others,1.2 Kappa Petrol,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,50750,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,671000,Third Party insurance,TS07,21.4,Red,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,SUV,10000,Manual,1,Kia,Kia Sonet,2021,HTX Plus Turbo iMT BSVI,1178000,Third Party insurance,TS09,18.2,White,Smartstream G1.0 T - GDi,998,3,GDi,Yes,No,6 iMT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,66366,Automatic,1,Maruti,Maruti Celerio,2017,ZXI Optional AMT BSIV,489000,Zero Dep,TS07,23.1,White,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Sedan,5000,Automatic,1,Hyundai,Hyundai Verna,2022,SX Opt Turbo,1541000,Third Party insurance,TS07,19.2,Black,1.0 l Kappa turbo GDi petrol,998,3,GDi,Yes,No,7  DCT,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",4,Hyderabad
Petrol,Hatchback,72544,Manual,1,Maruti,Maruti Celerio,2017,ZXI Optional,465000,Third Party,TS07,23.1,White,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,29154,Manual,1,Ford,Ford Figo,2021,Titanium,728000,Third Party,TS09,18.5,Maroon,Ti-VCT Petrol Engine,1194,3,Direct Injection,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,Tubeless,5,Hyderabad
Petrol,Hatchback,70000,Automatic,1,Tata,Tata Tiago,2018,1.2 Revotron XZA,530000,Third Party insurance,TS08,23.84,Orange,Revotron Engine,1199,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Petrol,Hatchback,33730,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,466000,Third Party insurance,TS32,21.7,Blue,1.0 L Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,tubeless tyre,5,Hyderabad
Petrol,Hatchback,51113,Manual,1,Renault,Renault KWID,2020,Climber 1.0 MT Opt BSIV,457000,Comprehensive,TS07,23.01,Blue,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Diesel,Hatchback,40000,Manual,2,Volkswagen,Volkswagen Polo,2013,Diesel Comfortline 1.2L,350000,Third Party insurance,AP10,22.07,Others,In-Line Diesel Engine,1199,3,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,40000,Manual,1,Maruti,Maruti Wagon R,2009,LXI Minor,290000,Third Party insurance,AP10,18.9,Others,FC Petrol Engine,1061,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Hyderabad
Diesel,SUV,60000,Automatic,1,BMW,BMW X1,2020,sDrive 20d xLine,3800000,Third Party insurance,TS08,20.68,Others,Diesel Engine,1995,4,CRDi,Yes,No,8,FWD,5,Power,Disc,Disc,Runflat,5,Hyderabad
Petrol,Hatchback,64500,Manual,1,Maruti,Maruti Wagon R,2014,VXI,375000,Comprehensive,TS15,21.79,Brown,K10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Hyderabad
Petrol,Hatchback,40000,Manual,1,Maruti,Maruti Wagon R,2020,VXI Opt,600000,Third Party insurance,TS08,21.79,White,K10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Hyderabad
Diesel,SUV,80000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited,1400000,Third Party insurance,TS07,17.1,Others,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X2,5,Power,Disc,Discs,"Radial, Tubless",5,Hyderabad
Diesel,SUV,50000,Manual,1,Jeep,Jeep Compass,2019,2.0 Limited Plus 4X4 BSIV,1900000,Third Party insurance,TS07,16.3,Others,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X4,5,power,Disc,Discs,"Radial, Tubless",5,Hyderabad
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2020,Sportz Turbo iMT,740000,Third Party insurance,TS07,20.0,Others,1.0 l Turbo GDi petrol,998,3,CRDI,Yes,No,6  IMT,4X4,5,Electric,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Sedan,39886,Automatic,2,Hyundai,Hyundai Aura,2020,SX Plus AMT,766000,Third Party,TS22,20.1,White,1.2 l Kappa dual petrol,1197,4,CRDI,No,No,5,4X4,5,Electric,Disc,Drum,"Tubeless,Radial",4,Hyderabad
Diesel,SUV,107588,Manual,1,Renault,Renault Duster,2014,85PS Diesel RxL,440000,Third Party insurance,TS08,20.45,White,dCi Diesel Engine ,1461,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,36621,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz BSIV,519000,Third Party insurance,TS13,18.9,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Diesel,SUV,80000,Manual,1,MG,MG Hector Plus,2020,Sharp Diesel MT,1600000,Third Party insurance,AP39,16.65,Others,2.0L Turbocharged Diesel,1956,4,MPFI,YES,No,6,FWD,6,Power,Disc,Disc,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,18900,Manual,1,Maruti,Maruti S-Presso,2022,VXi Plus BSVI,525000,Third Party insurance,TS07,24.76,Grey,K10C,998,3,MPFI,YES,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Diesel,SUV,70754,Manual,1,Kia,Kia Seltos,2019,HTK Plus D,1108000,Zero Dep,TS11,20.8,White,1.5 L CRDi VGT,1493,4,CRDi,Yes,No,6,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,59832,Manual,1,Maruti,Maruti S-Presso,2020,VXI 2019-2022,420000,Third Party insurance,TS28,21.7,Grey,K10C,998,3,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Sedan,60068,Manual,2,Maruti,Maruti Swift Dzire,2017,VXI 1.2,605000,Third Party,TS08,21.21,Red,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Hyderabad
Petrol,Hatchback,41261,Manual,1,Maruti,Maruti Alto 800,2018,LXI,326000,Comprehensive,TS30,22.05,Silver,F8D Petrol Engine,796,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Hyderabad
Petrol,SUV,32209,Manual,1,Ford,Ford Ecosport,2020,1.5 Petrol Titanium BSIV,950000,Third Party insurance,TS07,17.0,White,Ti-VCT Petrol Engine,1497,3,Direct Injection,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Hyderabad
Petrol,Hatchback,75747,Manual,1,Honda,Honda Jazz,2018,1.2 V i VTEC,639000,Comprehensive,TS09,18.7,Brown,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,49241,Manual,2,Hyundai,Hyundai i20,2018,1.2 Asta Option,712000,Third Party insurance,TS10,18.6,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Diesel,SUV,100000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,2018,250d,3000000,Third Party insurance,TS09,17.9,Others,In Line Engine,2143,4,CRDi,Yes,No,9,AWD,5,Power,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",5,Hyderabad
Petrol,Hatchback,33488,Manual,1,Maruti,Maruti Swift,2021,VXI BSVI,670000,Third Party insurance,TS07,22.38,Blue,K Series Dual jet,1197,4,TDCi,Yes,No,5,4WD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Hyderabad
Petrol,Hatchback,21000,Manual,1,Tata,Tata Altroz,2022,XZ Plus BSVI,875000,Third Party,TS09,19.33,White,1.2 l Revotron,1199,3,TDCi,No,No,5,4X4,5,Electric,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Diesel,SUV,56545,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited Plus BSIV,1600000,Third Party insurance,TS09,17.1,Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X2,5,power,Disc,Discs,"Radial, Tubless",5,Hyderabad
Petrol,Hatchback,64000,Manual,1,Volkswagen,Volkswagen Polo,2017,1.0 MPI Highline,675000,Third Party insurance,TS09,18.78,Blue,MPI Petrol Engine,999,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Sedan,71413,Manual,2,Volkswagen,Volkswagen Ameo,2018,1.0 MPI Trendline,533000,Third Party insurance,TS09,19.44,White,MPI Petrol Engine,999,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Hyderabad
Petrol,Hatchback,31920,Manual,2,Renault,Renault KWID,2020,RXT,487000,Third Party,TS15,22.3,Red,Petrol Engine,799,3,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Diesel,SUV,46000,Automatic,1,BMW,BMW X1,2019,sDrive 20d xLine,3390000,Comprehensive,TS11,20.68,Black,Diesel Engine,1995,4,CRDi,Yes,No,8,FWD,5,Power,Disc,Disc,Runflat,5,Hyderabad
Petrol,Hatchback,9939,Manual,2,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,526000,Comprehensive,TS27,21.7,Red,K10C,998,3,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,7156,Manual,1,Maruti,Maruti Baleno,2022,Alpha,926000,Third Party,TS08,21.01,Blue,1.2L VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Sedan,20608,Manual,1,Toyota,Toyota Yaris,2018,J,850000,Comprehensive,TS07,17.1,White,1.5 Dual VVT-i Engine,1496,4,EFI,No,No,6,FWD,5,Power,Disc,Drum,"Tubless, Radial",4,Hyderabad
Petrol,Sedan,92000,Manual,2,Maruti,Maruti Swift Dzire,2019,VXI 1.2 BS IV,725000,Comprehensive,TS04,22.0,Grey,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",4,Hyderabad
Petrol,Hatchback,67553,Automatic,2,Maruti,Maruti Celerio,2018,ZXI Optional AMT BSIV,501000,Comprehensive,TS16,23.1,Red,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Sedan,95286,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI Optional,577000,Third Party,TS07,20.85,White,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Hyderabad
Petrol,Hatchback,35929,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,521000,Zero Dep,TS08,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Petrol,Sedan,60000,Manual,1,Skoda,Skoda Rapid,2018,1.6 MPI Active BSIV,775000,Third Party insurance,TS07,15.41,Others,Petrol Engine,1598,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Hyderabad
Diesel,SUV,52220,Manual,1,Maruti,Maruti Vitara Brezza,2019,ZDi Plus Dual Tone,980000,Comprehensive,TS08,24.3,Red,DDiS 200 Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Sedan,61659,Manual,2,Maruti,Maruti Ciaz,2019,Zeta BSIV,830000,Third Party,TS10,21.56,White,k15B VVT Engine,1462,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Hyderabad
Petrol,Sedan,65000,Manual,1,Maruti,Maruti Swift Dzire,2020,ZXI BSVI,750000,Third Party insurance,TS22,22.41,White,k15B VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Hyderabad
Diesel,Hatchback,120000,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,D75 K8 Dual Tone,450000,Third Party insurance,TS08,25.32,Red,mFALCON D75 Engine,1198,3,CRDi,Yes,No,5,FWD,6,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Diesel,Hatchback,110000,Manual,2,Maruti,Maruti Swift,2017,VDI Optional,600000,Third Party insurance,TS17,25.2,Others,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Hyderabad
Petrol,Hatchback,78969,Manual,1,Maruti,Maruti Alto 800,2017,VXI,302000,Third Party insurance,TS15,22.05,Red,F8D Petrol Engine,796,3,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Hyderabad
Petrol,Hatchback,38939,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,Asta,736000,Third Party,TS08,20.7,Silver,1.2 Kappa petrol,1197,4,CRDI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,88637,Manual,1,Maruti,Maruti Ignis,2019,1.2 Zeta BSIV,480000,Comprehensive,TS05,20.89,Grey,1.2-Litre VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,19070,Manual,1,Hyundai,Hyundai i20,2021,Asta Turbo iMT,967000,Third Party,TS08,20.0,Red,1.0 l Turbo GDi petrol,998,3,MPFI,Yes,No,6  IMT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,68556,Manual,1,Maruti,Maruti S-Presso,2020,VXI 2019-2022,432000,Zero Dep,TS23,21.7,Silver,K10C,998,3,MPFI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Hyderabad
Petrol,Hatchback,44356,Manual,1,Ford,Ford Figo,2019,Titanium BSIV,600000,Not Available,TS07,20.4,Red,Ti-VCT Petrol Engine,1194,3,Direct Injection,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless,5,Hyderabad
Petrol,Sedan,73143,Manual,1,Maruti,Maruti Swift Dzire,2016,ZXI,610000,Third Party,TS06,22.41,Silver,Ti-VCT Petrol Engine,1197,4,Direct Injection,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Hyderabad
Diesel,SUV,146769,Automatic,1,Volvo,Volvo XC60,2012,D3 Kinetic,1250000,Third Party insurance,AP10,14.7,Black,Five Cylinder Turbo Charg,1985,5,Direct Injection,Yes,No,6,All Wheel Drive,5,Power,Disc,Ventialte Disc,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,67527,Manual,1,Datsun,Datsun GO,2018,T,337000,Third Party insurance,TS08,19.02,Silver,Naturally Aspirated 12V,1198,3,Electronic Injection System,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Petrol,Hatchback,79467,Automatic,1,Hyundai,Hyundai Santro,2019,Sportz AMT BSIV,527000,Comprehensive,TS13,20.3,Silver,1.1 litre Petrol Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Diesel,Sedan,103174,Automatic,1,BMW,BMW 5 Series,2014,520d Prestige,1750000,Third Party insurance,TS09,18.12,White,Diesel Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Ventilated Discs,Ventilated Discs,"Tubeless,Radial",4,Hyderabad
Petrol,Hatchback,103046,Manual,3,Volkswagen,Volkswagen Polo,2017,1.2 MPI Comfortline,549000,Third Party,TS08,16.2,White,MPI Petrol Engine,1199,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Hyderabad
Petrol,Hatchback,85110,Manual,2,Fiat,Fiat Punto EVO,2017,Pure 1.2 FIRE,270000,Not Available,TS10,15.8,Hip Hop Black,FIRE Petrol Engine,1172,4,SMPI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Radial, Tubeless",5,Hyderabad
Diesel,Sedan,114000,Manual,1,Tata,Tata Manza,2011,ELAN Quadrajet BS III,285000,Third Party insurance,AP11,19.0,Purple,Diesel Engine,1248,4,CRDI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Hyderabad
Diesel,SUV,70000,Manual,1,Renault,Renault Captur,2017,1.5 Diesel RXT,975000,Third Party insurance,AP26,20.37,Orange,K9K dCi Diesel Engine,1461,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,"Radial,Tubeless",5,Hyderabad
Diesel,Hatchback,72000,Manual,1,Hyundai,Hyundai i20,2018,1.4 Sportz,725000,Third Party insurance,TS12,22.54,Blue,U2 CRDI Diesel Engine,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Hyderabad
Petrol,SUV,20000,Manual,1,Hyundai,Hyundai Venue,2023,S BSVI,955000,Third Party insurance,TS12,19.23,Others,1.2 Kappa Petrol,1197,4,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless, Radial",5,Hyderabad
Diesel,MUV,32000,Automatic,1,Kia,Kia Carens,2022,Luxury Plus Diesel AT 6 STR BSVI,1850000,Third Party,TS11,19.23,White,1.5L CRDi VGT,1493,4,CRDi,Yes,No,6 AT,2WD,6,Power,disc,disc,"Tubeless, Radial",5,Hyderabad
