it,ft,bt,km,transmission,ownerNo,owner,oem,model,RearBrakeType,TyreType,AlloyWheelSize,EngineType,NoofCylinder,FuelSuppySystem,NoDoorNumbers,Color,TurboCharger,SuperCharger,DriveType, SeatingCapacity,SteeringType,Ground Clearance Unladen,CargoVolumn,Insurance Validity,Mileage,Front Brake Type,RearBrakeType,CompressionRatio,Acceleration,Top Speed,city,modelYear,centralVariantId,variantName,price,priceActual,city
0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.5L Petrol Engine,4,Multi Point Fuel Injection,4,Others,No,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,7709,VXI BSVI,₹ 7.70 Lakh,645877,Hyderabad
0,Cng,Sedan,"70,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.5L Petrol Engine,4,Multi Point Fuel Injection,4,Others,No,No,FWD,5,Electric,160,9544.285567,Third Party insurance,31.12 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,8885,VXI CNG BSVI,₹ 8.75 Lakh,645877,Hyderabad
0,Diesel,SUV,"70,427",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,Black,No,No,FWD,5,Power,190mm,400,Comprehensive,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,8978,1.4 E Plus CRDi,₹ 9.50 Lakh,645877,Hyderabad
0,Petrol,MUV,"39,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,CRDi,5,Blue,No,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7030,Zeta,₹ 11.50 Lakh,645877,Hyderabad
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Others,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7926,SX Sport iMT,₹ 10.20 Lakh,645877,Hyderabad
0,Petrol,Sedan,"1,01,543",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Kappa 1.0 L Turbo GDi Petrol,4,GDi,4,Silver,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2014,10244,VXI,₹ 4.43 Lakh,455999,Hyderabad
0,Petrol,SUV,"1,00,000",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Gray,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2017,5994,1.2 Revotron XZ Plus,₹ 7 Lakh,645877,Hyderabad
0,Diesel,Sedan,"83,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2017,5497,1.5 TDI Style BSIV,₹ 8.25 Lakh,645877,Hyderabad
0,Petrol,Sedan,"67,037",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Diesel Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2015,10244,VXI,₹ 4.87 Lakh,524000,Hyderabad
0,Diesel,SUV,"47,627",Manual,1,1st Owner,Renault,Renault Captur,Drum,"Radial,Tubeless",16,K9K dCi Diesel Engine,4,CRDi,5,Orange,Yes,No,FWD,5,Power,210mm,392,Comprehensive,20.37 kmpl,Disc,Drum,10.5,13.24,175.7062571,Hyderabad,2019,6104,1.5 Diesel Platine,₹ 9.83 Lakh,996000,Hyderabad
0,Petrol,SUV,"63,334",Manual,3,3rd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFI,5,Red,No,No,FWD,5,Power,190mm,400,Third Party insurance,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,6430,1.6 SX,₹ 10.09 Lakh,1051000,Hyderabad
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,Tubeless,16,0.8L Petrol Engine,3,MPFi,5,Others,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,5234,A,₹ 3.05 Lakh,645877,Hyderabad
0,Petrol,Sedan,"20,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Virtus,Drum,"Tubeless,Radial",16,1.0L TSI,3,MPFi,4,White,Yes,No,2WD,5,Electric,145mm,521,Third Party insurance,18.12 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,9144,Topline AT BSVI,₹ 18.50 Lakh,645877,Hyderabad
0,Petrol,SUV,"49,500",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Red,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7924,SX Turbo iMT,₹ 10.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"70,380",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",15,1.2L Revotron Engine,3,GDi,4,Blue,Yes,No,FWD,5,Electric,170,419,Comprehensive,19.28 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7373,XZ Plus BSVI,₹ 7.07 Lakh,727000,Hyderabad
0,Petrol,SUV,"41,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Grey,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,7674,S Turbo,₹ 9.20 Lakh,645877,Hyderabad
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Others,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7926,SX Sport iMT,₹ 9.99 Lakh,645877,Hyderabad
0,Petrol,SUV,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,7677,SX Opt Turbo,₹ 9.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"1,22,117",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Kappa 1.0 L Turbo GDi Petrol,4,GDi,4,White,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2013,10244,VXI,₹ 4.21 Lakh,445000,Hyderabad
0,Diesel,MUV,"80,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,Disc,"Tubless, Radial",16,D15 1.5 Liter Diesel Engine,4,CRDi,5,Others,Yes,No,FWD,7,Power,200mm,190,Third Party insurance,17.3 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2019,6571,M2 BSIV,₹ 11 Lakh,645877,Hyderabad
0,Diesel,Sedan,"80,000",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Diesel Engine,4,Direct Injection,4,Others,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2020,3141,1.5 TDI Ambition BSIV,₹ 10 Lakh,645877,Hyderabad
0,Petrol,Sedan,"49,000",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,beige,Yes,No,FWD,5,Power,155mm,590,Third Party insurance,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Hyderabad,2019,6121,1.8 TSI AT L K,₹ 21.50 Lakh,645877,Hyderabad
0,Petrol,SUV,"72,253",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.8TSI Petrol Engine,3,GDi,5,Blue,Yes,No,FWD,5,Power,190mm,350,Not Available,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,6945,SX Turbo BSIV,₹ 9 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Datsun,Datsun RediGO,Drum,Radial,16,0.8L Petrol Engine,3,MPFi,5,White,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,5235,T,₹ 2.20 Lakh,645877,Hyderabad
0,Petrol,MUV,"10,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,MPFi,5,Others,No,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7030,Zeta,₹ 12 Lakh,645877,Hyderabad
0,Diesel,MUV,"59,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,CRDi,5,Silver,Yes,No,RWD,8,Power,178mm,9544.285567,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,7314,2.4 VX MT 8 STR,₹ 22.75 Lakh,645877,Hyderabad
0,Petrol,SUV,"48,902",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Grey,Yes,No,FWD,5,Power,209 mm,350,Third Party,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2020,6017,1.2 Revotron XZ Plus Dual Tone,₹ 9.39 Lakh,645877,Hyderabad
0,Petrol,Sedan,"20,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Virtus,Drum,"Tubeless,Radial",16,1.0L TSI,3,MPFI,4,White,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,18.12 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,9144,Topline AT BSVI,₹ 18.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"78,850",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.0L TSI,4,MPFI,4,White,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2014,10244,VXI,₹ 4.75 Lakh,480000,Hyderabad
0,Petrol,Sedan,"94,426",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.0L TSI,4,MPFI,4,Silver,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2016,10244,VXI,₹ 5.16 Lakh,531000,Hyderabad
0,Petrol,SUV,"1,06,467",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Blue,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2018,6388,1.2 Revotron XZA Plus DualTone,₹ 7.90 Lakh,822000,Hyderabad
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Petrol Engine,4,MPFI,4,Black,No,No,FWD,5,Power,120mm,460,Third Party insurance,15.41 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2017,3140,1.6 MPI Ambition BSIV,₹ 7.50 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"28,545",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,0.8L Petrol Engine,3,MPFi,5,Brown,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,5237,S,₹ 2.98 Lakh,314000,Hyderabad
0,Diesel,MUV,"1,12,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,Direct Injection,5,c bronze,Yes,No,RWD,7,Power,178mm,300,Third Party insurance,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,2404,2.4 VX MT BSIV,₹ 19.99 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"16,097",Automatic,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,1.0L Petrol Engine,3,MPFi,5,Red,No,No,2WD,5,Power,185mm,222,Comprehensive,23 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,6211,AMT 1.0 S,₹ 3.56 Lakh,645877,Hyderabad
0,Diesel,MUV,"90,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,Drum,"Tubeless, Radial",16,DDIS 200 Smart Hybrid,4,CRDI,5,Grey,Yes,No,FWD,7,Power,180mm,209,Third Party insurance,24.2 kmpl,Ventilated Disc,Drum,15.8,10.94071856,175.7062571,Hyderabad,2016,6910,1.5 VDI,₹ 8.10 Lakh,645877,Hyderabad
0,Diesel,SUV,"40,000",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,"Revotorq, 1.5L Turbocharged engine",4,CDI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,21.5 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2018,6365,1.5 Revotorq XZA Plus,₹ 12 Lakh,645877,Hyderabad
0,Diesel,Sedan,"70,000",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Diesel Engine,4,Direct Injection,4,Others,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2018,3141,1.5 TDI Ambition BSIV,₹ 7.75 Lakh,645877,Hyderabad
0,Petrol,SUV,"72,563",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Diesel Engine,3,GDi,5,White,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,6946,SX Plus Turbo DCT BSIV,₹ 9.81 Lakh,1001000,Hyderabad
0,Diesel,SUV,"95,315",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,Black,No,No,FWD,5,Power,190mm,400,Third Party insurance,20.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7210,1.6 EX Diesel,₹ 14.75 Lakh,645877,Hyderabad
0,Petrol,MUV,"80,000",Manual,2,2nd Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,CRDi,5,Others,No,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7030,Zeta,₹ 10.50 Lakh,645877,Hyderabad
0,Petrol,SUV,"40,000",Automatic,1,1st Owner,MG,MG Hector,Disc,Radial,16,K15B Smart Hybrid,4,CRDi,5,Others,Yes,No,FWD,5,Power,192mm,587,Third Party insurance,13.96 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2020,6937,Sharp AT BSIV,₹ 19.50 Lakh,645877,Hyderabad
0,Diesel,MUV,"1,10,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,1-GD FTV Engine,4,Direct Injection,5,Others,Yes,No,RWD,7,Power,178mm,9544.285567,Third Party insurance,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2016,2403,2.8 ZX AT BSIV,₹ 20 Lakh,645877,Hyderabad
0,Petrol,MUV,"48,869",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Silver,No,No,FWD,7,Electric,180mm,3473,Third Party,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7854,T,₹ 5.67 Lakh,573000,Hyderabad
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Naturally Aspirated 12V DOHC EFI,3,GDi,5,Others,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,6945,SX Turbo BSIV,₹ 10 Lakh,645877,Hyderabad
0,Petrol,Sedan,"37,000",Automatic,1,1st Owner,Skoda,Skoda Superb,Disc,"Tubeless, Radial",17,2.0L Turbocharged Petrol,4,TSI,5,Brown,Yes,No,FWD,5,Power,91mm,625,Third Party insurance,15.1 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2021,7803,Laurin & klement BSVI,₹ 32.75 Lakh,645877,Hyderabad
0,Petrol,SUV,"20,225",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,TSI,5,Starry Black,YES,No,FWD,6,Power,192mm,155,Not Available,,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2021,8345,Smart CVT,₹ 14.91 Lakh,645877,Hyderabad
0,Petrol,SUV,"35,226",Automatic,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Blue,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2018,6364,1.2 Revotron XZA Plus,₹ 8.17 Lakh,836999,Hyderabad
0,Petrol,SUV,"47,314",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Revotron 1.2L Turbocharged engine,3,GDi,5,Blue,Yes,No,FWD,5,Power,190mm,350,Zero Dep,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,6946,SX Plus Turbo DCT BSIV,₹ 10.22 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"50,000",Automatic,1,1st Owner,Renault,Renault KWID,Drum,"Tubeless,Radial",16,Petrol Engine,3,MPFi,5,Others,No,No,FWD,5,Power,184mm,279,Third Party insurance,24.04 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,7192,Climber 1.0 AMT Opt BSIV,₹ 3.12 Lakh,645877,Hyderabad
0,Diesel,Sedan,"40,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,Black,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2018,5497,1.5 TDI Style BSIV,₹ 8.70 Lakh,645877,Hyderabad
0,Petrol,MUV,"62,674",Manual,3,3rd Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Silver,No,No,FWD,7,Power,180mm,347,Third Party insurance,19.83 kmpl,Disc,Drum,10.5,10.94071856,145,Hyderabad,2019,6655,T Petrol,₹ 4.31 Lakh,448000,Hyderabad
0,Diesel,SUV,"46,034",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,"Revotorq, 1.5L Turbocharged engine",4,CDI,5,Orange,Yes,No,FWD,5,Power,209 mm,350,Zero Dep,21.5 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2019,6387,1.5 Revotorq XZA Plus DualTone,₹ 10.02 Lakh,1022000,Hyderabad
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",15,1.2L Revotron Engine,3,CDI,4,Others,Yes,No,FWD,5,Electric,170,419,Third Party insurance,19.28 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7373,XZ Plus BSVI,₹ 6.60 Lakh,645877,Hyderabad
0,Diesel,MUV,"78,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,1-GD FTV Engine,4,Direct Injection,5,Grey,Yes,No,RWD,7,Power,178mm,9544.285567,Comprehensive,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,2403,2.8 ZX AT BSIV,₹ 24 Lakh,645877,Hyderabad
0,Petrol,Sedan,"15,504",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,1.0L TSI Petrol,3,Direct Injection,4,Silver,Yes,No,FWD,5,Power,116mm,460,Third Party insurance,18.97 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7838,1.0 TSI Style,₹ 10.08 Lakh,645877,Hyderabad
0,Diesel,SUV,"1,05,405",Automatic,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,U2 CRDI VGT Engine,4,CRDi,5,Others,Yes,No,FWD,5,Power,190mm,400,Zero Dep,17.6 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,6439,1.6 SX Automatic Diesel,₹ 11.92 Lakh,1216000,Hyderabad
0,Diesel,Sedan,"1,00,000",Automatic,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,Others,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.72 kmpl,Disc,Drum,10.5,10.94071856,171.92,Hyderabad,2018,5499,1.5 TDI AT Style BSIV,₹ 6.80 Lakh,645877,Hyderabad
0,Diesel,SUV,"58,177",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,U2 CRDi Diesel,4,CRDi,5,Red,Yes,No,FWD,5,Electric,190mm,350,Third Party,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7687,SX Opt Diesel,₹ 11.20 Lakh,1155000,Hyderabad
0,Petrol,Hatchback,"32,329",Manual,2,2nd Owner,Datsun,Datsun RediGO,Drum,Radial,16,0.8L Petrol Engine,3,MPFi,5,Silver,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,5234,A,₹ 2.87 Lakh,303000,Hyderabad
0,Petrol,SUV,"30,000",Manual,2,2nd Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.2 L MPi Petrol,4,MPi,5,Others,No,No,FWD,5,Electric,190mm,350,Third Party insurance,17.52 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,7673,S,₹ 8.75 Lakh,645877,Hyderabad
0,Petrol,Sedan,"80,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Petrol Engine,4,MPFI,4,Others,No,No,FWD,5,Power,120mm,460,Third Party insurance,14.84 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2018,3156,1.6 MPI AT Style BSIV,₹ 8.60 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"65,094",Manual,2,2nd Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,0.8L Petrol Engine,3,MPFi,5,White,No,No,2WD,5,Power,185mm,222,Comprehensive,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,5236,T Option,₹ 2.73 Lakh,284000,Hyderabad
0,Petrol,Hatchback,"72,762",Manual,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,16,Naturally Aspirated 12V,3,Electronic Injection System,5,Others,No,No,FWD,5,Power,180mm,265,Third Party insurance,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,7852,T,₹ 2.79 Lakh,298000,Hyderabad
0,Diesel,Pickup Trucks,"30,000",Manual,1,1st Owner,Tata,Tata Yodha Pickup,Drum,Radial,16,TATA 4SP CR TCIC,4,Electronic Injection System,2,Others,No,No,RWD,2,Power,210mm,9544.285567,Third Party insurance,,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7622,1500,₹ 8.25 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"67,429",Manual,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,16,Naturally Aspirated 12V,3,Electronic Injection System,5,Silver,No,No,FWD,5,Power,180mm,265,Third Party insurance,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2016,7852,T,₹ 2.86 Lakh,300000,Hyderabad
0,Petrol,Sedan,"24,000",Manual,1,1st Owner,Volkswagen,Volkswagen Virtus,Drum,"Tubeless,Radial",16,1.0L TSI,3,Electronic Injection System,4,White,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,19.4 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,9143,Topline BSVI,₹ 16.25 Lakh,645877,Hyderabad
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.0L TSI,4,Electronic Injection System,4,Others,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,7709,VXI BSVI,₹ 7.85 Lakh,645877,Hyderabad
0,Diesel,Pickup Trucks,"20,000",Manual,1,1st Owner,Mahindra,Mahindra Bolero Pik Up Extra Long,Drum,"Tubeless, Radial",16,m2DiCR 4 cly 2.5L TB,4,Electronic Injection System,2,Others,Yes,No,RWD,2,Electric,175mm,9544.285567,Third Party insurance,,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7232,FB 1.7T,₹ 8.50 Lakh,645877,Hyderabad
0,Petrol,MUV,"70,000",Manual,2,2nd Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,Electronic Injection System,5,Others,Yes,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7030,Zeta,₹ 10.30 Lakh,645877,Hyderabad
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Petrol Engine,4,MPFI,4,Others,No,No,FWD,5,Power,120mm,460,Third Party insurance,14.3 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2019,5498,1.6 MPI Style BSIV,₹ 8.30 Lakh,645877,Hyderabad
